Customer ID,Customer Name,Customer Segment,Country,Region,State or Province,City,Postal Code,Order ID
123,Shawn Stern,Home Office,United States,South,Virginia,Tysons Corner,22102,90669
129,Kara Allison,Small Business,United States,Central,Illinois,Alton,62002,86693
129,Kara Allison,Small Business,United States,Central,Illinois,Alton,62002,86694
136,Dale Gillespie,Small Business,United States,West,California,Petaluma,94952,88534
136,Dale Gillespie,Small Business,United States,West,California,Petaluma,94952,88534
142,Brooke Weeks Taylor,Small Business,United States,East,Connecticut,Ansonia,6401,91087
144,Marguerite Moss,Small Business,United States,East,Massachusetts,Yarmouth,2664,91087
145,Rhonda Ivey,Small Business,United States,East,Pennsylvania,West Mifflin,15122,91086
145,Rhonda Ivey,Home Office,United States,East,Pennsylvania,West Mifflin,15122,91089
146,Yvonne Fox,Small Business,United States,Central,Texas,Watauga,76148,91088
146,Yvonne Fox,Corporate,United States,Central,Texas,Watauga,76148,91090
151,Geoffrey Zhu,Home Office,United States,South,Tennessee,Kingsport,37664,89521
151,Geoffrey Zhu,Home Office,United States,South,Tennessee,Kingsport,37664,89523
152,Kent Kerr,Consumer,United States,South,Tennessee,Knoxville,37918,89520
152,Kent Kerr,Home Office,United States,South,Tennessee,Knoxville,37918,89522
152,Kent Kerr,Consumer,United States,South,Tennessee,Knoxville,37918,89524
152,Kent Kerr,Small Business,United States,South,Tennessee,Knoxville,37918,89525
156,Diana Xu,Corporate,United States,West,Colorado,Fort Collins,80525,87671
156,Diana Xu,Corporate,United States,West,Colorado,Fort Collins,80525,87672
164,Robin Kramer Vaughn,Home Office,United States,West,Washington,Richland,99352,89961
164,Robin Kramer Vaughn,Home Office,United States,West,Washington,Richland,99352,89961
166,Vicki Hauser,Consumer,United States,South,Tennessee,Lebanon,37087,89426
169,Janice Cole,Corporate,United States,South,Louisiana,Baton Rouge,70802,87463
169,Janice Cole,Corporate,United States,South,Louisiana,Baton Rouge,70802,87463
169,Janice Cole,Corporate,United States,South,Louisiana,Baton Rouge,70802,87463
171,Christina Matthews,Corporate,United States,East,New Jersey,Fort Lee,7024,87464
181,Wesley Waller,Small Business,United States,West,California,San Francisco,94122,38087
181,Wesley Waller,Corporate,United States,West,California,San Francisco,94122,3585
184,Phillip Holmes,Small Business,United States,East,Massachusetts,Arlington,2474,88360
188,Alex Harrell,Corporate,United States,Central,Texas,Gainesville,76240,88361
188,Alex Harrell,Corporate,United States,Central,Texas,Gainesville,76240,88361
190,Lloyd Norris,Corporate,United States,Central,Illinois,Arlington Heights,60004,89092
191,Gerald Kearney,Corporate,United States,Central,Illinois,Aurora,60505,89092
191,Gerald Kearney,Corporate,United States,Central,Illinois,Aurora,60505,89093
191,Gerald Kearney,Corporate,United States,Central,Illinois,Aurora,60505,89093
191,Gerald Kearney,Corporate,United States,Central,Illinois,Aurora,60505,89093
193,Danny Hong,Corporate,United States,West,Utah,Layton,84041,90430
193,Danny Hong,Corporate,United States,West,Utah,Layton,84041,90432
194,Tammy Goldman,Corporate,United States,West,Utah,Lehi,84043,90431
194,Tammy Goldman,Corporate,United States,West,Utah,Lehi,84043,90432
197,Samantha Weaver,Small Business,United States,Central,Kansas,Overland Park,66212,88921
198,Leroy Blanchard,Small Business,United States,Central,Michigan,Detroit,48138,51072
202,Max Small,Corporate,United States,Central,Oklahoma,Bartlesville,74006,88971
202,Max Small,Corporate,United States,Central,Oklahoma,Bartlesville,74006,88972
210,Floyd Dale,Home Office,United States,East,New York,Troy,12180,85965
210,Floyd Dale,Home Office,United States,East,New York,Troy,12180,85966
210,Floyd Dale,Home Office,United States,East,New York,Troy,12180,85966
210,Floyd Dale,Home Office,United States,East,New York,Troy,12180,85966
211,Anna Wood,Consumer,United States,East,New York,Utica,13501,85964
211,Anna Wood,Consumer,United States,East,New York,Utica,13501,85964
211,Anna Wood,Home Office,United States,East,New York,Utica,13501,85966
218,Frances Saunders,Consumer,United States,West,Utah,Murray,84107,88048
228,Colleen Andrews,Small Business,United States,South,North Carolina,Mint Hill,28227,88527
233,Michele Bullard,Small Business,United States,Central,Illinois,Orland Park,60462,90237
233,Michele Bullard,Small Business,United States,Central,Illinois,Orland Park,60462,90237
234,Don Cameron,Small Business,United States,Central,Iowa,Newton,50208,90236
234,Don Cameron,Small Business,United States,Central,Iowa,Newton,50208,90238
234,Don Cameron,Small Business,United States,Central,Iowa,Newton,50208,90238
234,Don Cameron,Small Business,United States,Central,Iowa,Newton,50208,90239
236,Shawn McIntyre,Corporate,United States,West,Colorado,Louisville,80027,86621
240,Gilbert Scarborough,Small Business,United States,West,Colorado,Fountain,80817,90479
241,Amy Ellis Holder,Small Business,United States,West,Colorado,Grand Junction,81503,90479
241,Amy Ellis Holder,Small Business,United States,West,Colorado,Grand Junction,81503,90480
241,Amy Ellis Holder,Small Business,United States,West,Colorado,Grand Junction,81503,90480
247,Marshall Brandt Briggs,Corporate,United States,South,Tennessee,Maryville,37804,89139
247,Marshall Brandt Briggs,Corporate,United States,South,Tennessee,Maryville,37804,89139
247,Marshall Brandt Briggs,Corporate,United States,South,Tennessee,Maryville,37804,89140
250,Brenda Nelson Blanchard,Corporate,United States,Central,Minnesota,Richfield,55423,87214
250,Brenda Nelson Blanchard,Corporate,United States,Central,Minnesota,Richfield,55423,87214
254,Brett Hawkins,Home Office,United States,West,Colorado,Highlands Ranch,80126,86268
256,Irene Li,Home Office,United States,East,Pennsylvania,Hanover,17331,86267
258,Allan Shields,Consumer,United States,South,Florida,Seminole,33772,85858
259,Edward Pugh,Consumer,United States,West,New Mexico,Santa Fe,87505,85857
263,Carlos Hess,Small Business,United States,East,Ohio,Cleveland Heights,44106,86297
266,Ross Frederick,Corporate,United States,Central,Texas,San Antonio,78207,90593
266,Ross Frederick,Corporate,United States,Central,Texas,San Antonio,78207,90594
266,Ross Frederick,Corporate,United States,Central,Texas,San Antonio,78207,90594
268,James Beck,Home Office,United States,West,Arizona,Flagstaff,86001,88941
268,James Beck,Home Office,United States,West,Arizona,Flagstaff,86001,88941
269,Calvin Boyette,Home Office,United States,West,Arizona,Gilbert,85234,88942
269,Calvin Boyette,Home Office,United States,West,Arizona,Gilbert,85234,88942
269,Calvin Boyette,Home Office,United States,West,Arizona,Gilbert,85234,88942
271,Sam Rouse,Small Business,United States,South,Georgia,Forest Park,30297,88940
272,Eleanor Swain,Home Office,United States,South,North Carolina,Charlotte,28204,5509
272,Eleanor Swain,Home Office,United States,South,North Carolina,Charlotte,28204,5509
272,Eleanor Swain,Home Office,United States,South,North Carolina,Charlotte,28204,36069
272,Eleanor Swain,Home Office,United States,South,North Carolina,Charlotte,28204,36069
275,Roger Blalock Cassidy,Corporate,United States,East,Connecticut,Fairfield,6824,89292
276,Lucille Rankin,Corporate,United States,East,Connecticut,Newington,6111,89291
282,Vickie Andrews,Corporate,United States,East,New Jersey,Belleville,7109,89291
283,Pauline Boyette,Corporate,United States,East,New Jersey,Newark,7101,89293
286,Virginia Gay,Small Business,United States,Central,Kansas,Shawnee,66203,89761
286,Virginia Gay,Small Business,United States,Central,Kansas,Shawnee,66203,89761
288,Patricia Cole Blair,Small Business,United States,Central,Kansas,Wichita,67212,89762
288,Patricia Cole Blair,Small Business,United States,Central,Kansas,Wichita,67212,89762
290,Sara O'Connor,Small Business,United States,West,Colorado,Loveland,80538,90837
306,Thomas McAllister,Small Business,United States,East,Maryland,Pikesville,21208,87057
306,Thomas McAllister,Small Business,United States,East,Maryland,Pikesville,21208,87057
308,Glen Caldwell,Small Business,United States,West,Washington,Seattle,98115,37760
314,Ruby Gibbons,Corporate,United States,Central,Illinois,Forest Park,60130,89166
315,Benjamin Kaufman,Corporate,United States,East,Massachusetts,Belchertown,1007,89166
317,Katherine Kearney,Corporate,United States,West,California,Lemon Grove,91945,86041
317,Katherine Kearney,Corporate,United States,West,California,Lemon Grove,91945,86041
317,Katherine Kearney,Corporate,United States,West,California,Lemon Grove,91945,86041
321,Arthur Lowe Nash,Consumer,United States,East,Maryland,Potomac,20854,91057
326,Brenda May,Consumer,United States,Central,Illinois,Batavia,60510,90973
329,Faye Dyer,Home Office,United States,East,Maine,Sanford,4073,89726
331,Bradley Pollock,Home Office,United States,East,New Hampshire,Goffstown,3045,89726
335,Curtis O'Connell,Corporate,United States,West,Oregon,Medford,97504,87277
335,Curtis O'Connell,Corporate,United States,West,Oregon,Medford,97504,87277
339,Bobby Clements,Corporate,United States,East,Ohio,Columbus,43229,90583
339,Bobby Clements,Corporate,United States,East,Ohio,Columbus,43229,90583
342,Jacqueline Noble,Corporate,United States,South,Florida,Miami,33181,3332
343,Lynn Epstein,Corporate,United States,East,Maine,Bangor,4401,88151
344,Rosemary English,Corporate,United States,East,Maine,Portland,4101,88152
349,Kim Weiss,Home Office,United States,South,Florida,Miami,33132,17446
349,Kim Weiss,Home Office,United States,South,Florida,Miami,33132,11527
351,Juanita Coley Knox,Home Office,United States,East,New York,Watertown,13601,88685
351,Juanita Coley Knox,Home Office,United States,East,New York,Watertown,13601,88686
353,Bonnie Chambers,Home Office,United States,West,Arizona,Glendale,85301,89647
353,Bonnie Chambers,Home Office,United States,West,Arizona,Glendale,85301,89647
357,Barbara McNamara,Corporate,United States,West,Arizona,Kingman,86401,91131
358,Chris F Brandt,Corporate,United States,East,Pennsylvania,King of Prussia,19406,91130
366,Patrick Rosenthal,Small Business,United States,East,Rhode Island,Cranston,2910,87347
369,Troy Moon,Corporate,United States,West,California,Oakland,94601,90292
370,Sam Oh,Corporate,United States,East,Maine,Lewiston,4240,90291
371,Roberta Mullins Peters,Corporate,United States,East,Massachusetts,Everett,2149,90291
373,Jeanne Werner,Small Business,United States,Central,Michigan,Detroit,48234,24193
373,Jeanne Werner,Small Business,United States,Central,Michigan,Detroit,48234,24193
373,Jeanne Werner,Small Business,United States,Central,Michigan,Detroit,48234,24193
375,Sandra Sharma,Small Business,United States,South,Tennessee,Morristown,37814,90917
375,Sandra Sharma,Small Business,United States,South,Tennessee,Morristown,37814,90917
377,Sylvia Bush,Consumer,United States,Central,Illinois,Batavia,60510,89579
381,Danielle Watts,Corporate,United States,Central,Illinois,Bloomington,61701,88929
383,Renee Alston,Corporate,United States,East,Pennsylvania,Drexel Hill,19026,88928
383,Renee Alston,Corporate,United States,East,Pennsylvania,Drexel Hill,19026,88928
387,Angela Howe,Corporate,United States,Central,Nebraska,Grand Island,68801,90339
388,Roger Schwartz,Corporate,United States,Central,Nebraska,Kearney,68847,90337
388,Roger Schwartz,Corporate,United States,Central,Nebraska,Kearney,68847,90337
389,Joel Buckley,Corporate,United States,Central,Nebraska,Lincoln,68502,90338
392,Erica R Fuller,Corporate,United States,Central,Missouri,Clayton,63105,86383
392,Erica R Fuller,Corporate,United States,Central,Missouri,Clayton,63105,86383
393,Shawn Combs,Corporate,United States,East,New York,Auburn,13021,86382
395,Monica McCormick,Corporate,United States,South,North Carolina,Albemarle,28001,86384
395,Monica McCormick,Corporate,United States,South,North Carolina,Albemarle,28001,86384
397,Denise Carver,Corporate,United States,East,Ohio,Cuyahoga Falls,44221,89319
398,Bruce Stark,Corporate,United States,East,Ohio,Dayton,45406,89320
406,June Frank Hammond,Small Business,United States,East,New Jersey,South Vineland,8360,87804
408,Calvin Parsons Walter,Corporate,United States,Central,Texas,San Juan,78589,89639
411,Carolyn Proctor,Consumer,United States,West,California,Oakland,94601,87905
421,Scott Feldman,Small Business,United States,East,New Jersey,Elizabeth,7201,87700
428,Ernest Barber,Corporate,United States,West,Nevada,Carson City,89701,88479
428,Ernest Barber,Corporate,United States,West,Nevada,Carson City,89701,88479
428,Ernest Barber,Corporate,United States,West,Nevada,Carson City,89701,88480
437,Alice Berger McIntyre,Small Business,United States,East,Massachusetts,Lunenburg,1462,90695
444,Thelma Abrams,Small Business,United States,Central,Illinois,Urbana,61801,88085
445,Judy Barrett,Small Business,United States,Central,Nebraska,Norfolk,68701,88083
445,Judy Barrett,Small Business,United States,Central,Nebraska,Norfolk,68701,88084
445,Judy Barrett,Small Business,United States,Central,Nebraska,Norfolk,68701,88084
447,Valerie Moon,Corporate,United States,Central,Minnesota,Roseville,55113,90449
447,Valerie Moon,Corporate,United States,Central,Minnesota,Roseville,55113,90449
451,Joyce Murray,Home Office,United States,West,California,Los Altos,94024,86010
451,Joyce Murray,Home Office,United States,West,California,Los Altos,94024,86012
451,Joyce Murray,Home Office,United States,West,California,Los Altos,94024,86013
451,Joyce Murray,Home Office,United States,West,California,Los Altos,94024,86013
452,Leslie Rowland,Home Office,United States,West,California,Los Banos,93635,86012
453,George Terry,Corporate,United States,West,California,Los Gatos,95032,86011
460,Anne Armstrong,Home Office,United States,East,New Jersey,Millville,8332,86014
463,Debbie Stevenson,Small Business,United States,West,California,West Hollywood,90069,88061
466,Marc Nash,Small Business,United States,East,Massachusetts,Bellingham,2019,88060
467,Maria Thomas,Small Business,United States,East,Massachusetts,Beverly,1915,88060
468,Craig Bennett,Small Business,United States,East,Massachusetts,Hanson,2341,88060
469,Marion Bowling,Small Business,United States,East,New Jersey,Hawthorne,7506,88060
470,Tony Doyle,Small Business,United States,East,New Jersey,Trenton,8601,88060
471,Ross Simpson,Consumer,United States,South,Georgia,Atlanta,30318,3138
472,Donna Craven,Consumer,United States,East,Maryland,Randallstown,21133,88023
483,Edgar McKenzie,Corporate,United States,Central,Illinois,Oswego,60543,90353
483,Edgar McKenzie,Corporate,United States,Central,Illinois,Oswego,60543,90354
483,Edgar McKenzie,Corporate,United States,Central,Illinois,Oswego,60543,90354
485,Edward Leonard,Corporate,United States,West,California,Fresno,93727,91062
487,Molly Vincent,Corporate,United States,East,Maine,Sanford,4073,91063
488,Ronnie Creech,Corporate,United States,East,Maine,South Portland,4106,91063
489,Eileen Cheek,Corporate,United States,East,Massachusetts,Norwood,2062,91063
491,Toni Swanson,Consumer,United States,East,New York,New York City,10154,8353
491,Toni Swanson,Consumer,United States,East,New York,New York City,10154,10464
491,Toni Swanson,Consumer,United States,East,New York,New York City,10154,6562
491,Toni Swanson,Consumer,United States,East,New York,New York City,10154,42852
493,Douglas Buck,Consumer,United States,West,Washington,Seatac,98158,88906
493,Douglas Buck,Consumer,United States,West,Washington,Seatac,98158,88906
494,Jimmy Alston Holder,Consumer,United States,West,Washington,Seattle,98115,88905
494,Jimmy Alston Holder,Consumer,United States,West,Washington,Seattle,98115,88905
494,Jimmy Alston Holder,Consumer,United States,West,Washington,Seattle,98115,88907
494,Jimmy Alston Holder,Consumer,United States,West,Washington,Seattle,98115,88908
494,Jimmy Alston Holder,Consumer,United States,West,Washington,Seattle,98115,88908
497,Steve McKee,Small Business,United States,South,Tennessee,Murfreesboro,37130,90706
507,Carol Saunders,Corporate,United States,South,Kentucky,Bowling Green,42104,87357
507,Carol Saunders,Corporate,United States,South,Kentucky,Bowling Green,42104,87357
508,Cameron Owens,Corporate,United States,South,Kentucky,Covington,41011,87356
508,Cameron Owens,Corporate,United States,South,Kentucky,Covington,41011,87357
510,Gregory Rao,Corporate,United States,West,California,Manteca,95336,90058
510,Gregory Rao,Corporate,United States,West,California,Manteca,95336,90059
518,Mark Ritchie,Home Office,United States,Central,Missouri,Clayton,63105,90867
522,Aaron Riggs,Small Business,United States,West,Oregon,Redmond,97756,89327
522,Aaron Riggs,Small Business,United States,West,Oregon,Redmond,97756,89327
522,Aaron Riggs,Small Business,United States,West,Oregon,Redmond,97756,89327
524,Gina McKnight,Consumer,United States,South,Tennessee,Farragut,37922,91127
524,Gina McKnight,Consumer,United States,South,Tennessee,Farragut,37922,91127
526,April Hu,Home Office,United States,West,Arizona,Mesa,85204,90026
526,April Hu,Home Office,United States,West,Arizona,Mesa,85204,90027
526,April Hu,Home Office,United States,West,Arizona,Mesa,85204,90027
535,Jill Clements,Corporate,United States,South,Virginia,Montclair,22025,88511
539,Alice Coley,Small Business,United States,Central,Illinois,Urbana,61801,91174
540,Ruth Lamm,Small Business,United States,Central,Illinois,Vernon Hills,60061,91174
540,Ruth Lamm,Small Business,United States,Central,Illinois,Vernon Hills,60061,91175
547,Henry Ball,Corporate,United States,East,West Virginia,Morgantown,26501,86250
549,Dennis Boykin Townsend,Corporate,United States,West,New Mexico,Roswell,88201,90908
550,Edna Monroe Talley,Corporate,United States,Central,Texas,Seguin,78155,90909
550,Edna Monroe Talley,Corporate,United States,Central,Texas,Seguin,78155,90909
550,Edna Monroe Talley,Corporate,United States,Central,Texas,Seguin,78155,90910
550,Edna Monroe Talley,Corporate,United States,Central,Texas,Seguin,78155,90910
551,Peggy Chan,Corporate,United States,Central,Texas,Sherman,75090,90909
553,Kristine Connolly,Home Office,United States,West,California,Los Angeles,90008,17155
553,Kristine Connolly,Corporate,United States,West,California,Los Angeles,90008,2433
553,Kristine Connolly,Corporate,United States,West,California,Los Angeles,90008,8165
553,Kristine Connolly,Corporate,United States,West,California,Los Angeles,90008,359
555,Walter Young,Corporate,United States,West,Utah,Pleasant Grove,84062,86190
555,Walter Young,Corporate,United States,West,Utah,Pleasant Grove,84062,86191
555,Walter Young,Corporate,United States,West,Utah,Pleasant Grove,84062,86192
556,Kristina Sanders,Home Office,United States,West,Utah,Provo,84604,86189
556,Kristina Sanders,Home Office,United States,West,Utah,Provo,84604,86189
568,Peter McConnell,Consumer,United States,South,Mississippi,Columbus,39701,88879
568,Peter McConnell,Consumer,United States,South,Mississippi,Columbus,39701,88880
568,Peter McConnell,Consumer,United States,South,Mississippi,Columbus,39701,88882
570,Katharine Bass,Consumer,United States,West,Nevada,Henderson,89015,88881
573,Vanessa Winstead,Home Office,United States,Central,Illinois,Pekin,61554,86555
573,Vanessa Winstead,Corporate,United States,Central,Illinois,Pekin,61554,86556
576,Gordon Lyon,Corporate,United States,West,California,Pomona,91767,88645
578,Evan K Bullard,Corporate,United States,East,Connecticut,Naugatuck,6770,88644
579,Marlene Abrams,Corporate,United States,East,Connecticut,Seymour,6478,88644
580,Kathryn Patrick,Corporate,United States,East,Maine,Auburn,4210,88644
584,Timothy Currie,Corporate,United States,East,Massachusetts,Woburn,1801,88646
585,William Larson,Corporate,United States,East,New Hampshire,Concord,3301,88644
592,Eva Silverman,Small Business,United States,Central,Illinois,Wilmette,60091,86307
593,Joel Huffman,Small Business,United States,Central,Illinois,Woodridge,60517,86307
594,Charlie Moore,Consumer,United States,Central,Indiana,Anderson,46016,86309
594,Charlie Moore,Consumer,United States,Central,Indiana,Anderson,46016,86311
594,Charlie Moore,Consumer,United States,Central,Indiana,Anderson,46016,86311
596,Doris Fitzpatrick,Consumer,United States,Central,Indiana,Carmel,46032,86308
596,Doris Fitzpatrick,Consumer,United States,Central,Indiana,Carmel,46032,86308
596,Doris Fitzpatrick,Consumer,United States,Central,Indiana,Carmel,46032,86308
597,Alexandra Wise,Small Business,United States,Central,Indiana,Columbus,47201,86310
600,Vickie Morse,Corporate,United States,East,Maryland,Reisterstown,21136,87579
603,Gretchen Ball,Home Office,United States,West,Colorado,Pueblo,81001,87020
604,Lindsay P Ashley,Corporate,United States,West,California,Los Angeles,90045,28647
604,Lindsay P Ashley,Home Office,United States,West,California,Los Angeles,90045,34882
605,Alison Peters Wooten,Corporate,United States,East,New York,West Islip,11795,91144
617,Brett Schultz,Consumer,United States,West,Colorado,Pueblo,81001,88198
617,Brett Schultz,Consumer,United States,West,Colorado,Pueblo,81001,88198
618,Robert Cowan,Consumer,United States,West,Colorado,Pueblo West,81007,88197
618,Robert Cowan,Consumer,United States,West,Colorado,Pueblo West,81007,88198
618,Robert Cowan,Consumer,United States,West,Colorado,Pueblo West,81007,88198
619,Howard Rogers,Consumer,United States,Central,Michigan,Southgate,48195,88196
621,Heather Stern,Home Office,United States,East,Connecticut,Newington,6111,91432
622,Hazel Khan,Home Office,United States,East,Maine,Auburn,4210,91432
623,Jenny Petty,Home Office,United States,East,New Hampshire,Manchester,3101,91433
624,Terry Klein,Home Office,United States,East,Vermont,Rutland,5701,91433
627,Scott McKenna,Corporate,United States,East,Ohio,Steubenville,43952,90469
635,Juan Justice,Corporate,United States,Central,Minnesota,Saint Paul,55106,89284
635,Juan Justice,Corporate,United States,Central,Minnesota,Saint Paul,55106,89284
637,Christopher Bryant,Consumer,United States,West,California,Santa Clara,95051,87953
638,Brooke Shepherd,Consumer,United States,West,California,Santa Cruz,95062,87954
638,Brooke Shepherd,Consumer,United States,West,California,Santa Cruz,95062,87954
639,Lois Rowland,Consumer,United States,West,California,Santa Maria,93454,87952
640,Neal Wolfe,Consumer,United States,West,Washington,Seattle,98119,56452
640,Neal Wolfe,Consumer,United States,West,Washington,Seattle,98119,11077
640,Neal Wolfe,Consumer,United States,West,Washington,Seattle,98119,45380
640,Neal Wolfe,Consumer,United States,West,Washington,Seattle,98119,45380
646,Robin High,Corporate,United States,Central,Minnesota,Shakopee,55379,90735
648,Steve O'Brien,Home Office,United States,Central,Illinois,Bolingbrook,60440,91365
649,Roger Meyer,Home Office,United States,Central,Illinois,Buffalo Grove,60089,91366
651,Leah Clapp,Consumer,United States,West,Nevada,Las Vegas,89115,91575
651,Leah Clapp,Consumer,United States,West,Nevada,Las Vegas,89115,91576
651,Leah Clapp,Consumer,United States,West,Nevada,Las Vegas,89115,91576
651,Leah Clapp,Consumer,United States,West,Nevada,Las Vegas,89115,91576
653,Ann Katz,Consumer,United States,West,California,Rancho Cucamonga,91730,91213
657,Derek McCormick,Consumer,United States,East,Massachusetts,Oxford,1540,91212
659,Marjorie Arthur,Consumer,United States,East,Vermont,South Burlington,5403,91212
663,Hilda Bennett,Home Office,United States,East,Ohio,Steubenville,43952,90922
665,Miriam Mueller,Corporate,United States,South,Tennessee,Murfreesboro,37130,88677
665,Miriam Mueller,Corporate,United States,South,Tennessee,Murfreesboro,37130,88678
666,Emily Sims,Corporate,United States,South,Tennessee,Nashville,37211,88679
667,Allison Kirby,Corporate,United States,Central,Texas,Dallas,75203,22147
667,Allison Kirby,Corporate,United States,Central,Texas,Dallas,75203,48257
669,Amy Shea,Home Office,United States,Central,Iowa,Ottumwa,52501,88475
669,Amy Shea,Home Office,United States,Central,Iowa,Ottumwa,52501,88475
670,Lewis Baldwin,Home Office,United States,South,Virginia,Montclair,22025,88474
672,Brian Leach,Small Business,United States,Central,Iowa,Newton,50208,88173
672,Brian Leach,Small Business,United States,Central,Iowa,Newton,50208,88173
674,Albert Frost,Small Business,United States,Central,Missouri,Raytown,64133,88174
